player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Jayden Meghoma,Brentford,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,279,5169,0,2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Rangers on loan for the rest of the season.,404,152,395,152,348,127,414,156,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660,196,412,147,412,147,492,187,0.0,0.0
Niall Huggins,Sunderland,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,940,4055,271,1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Groin Injury - 75% chance of playing,399,148,390,148,343,123,409,152,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654,191,407,143,407,143,377,137,0.0,0.0
Ian Poveda,Sunderland,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,65,805,28,313,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,598,245,593,251,562,236,603,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,342,218,602,252,602,252,630,267,0.0,0.0
Andrés A.García,Aston Villa,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,720,8520,248,3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knock - 25% chance of playing,441,180,432,180,386,156,450,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,228,449,175,449,175,350,125,0.0,0.0
Timothée Pembele,Sunderland,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1004,3940,270,1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,386,143,377,143,329,117,396,147,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,183,394,138,394,138,375,135,0.0,0.0
Levi Colwill,Chelsea,DEF,4.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,283,20816,109,5372,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Anterior cruciate ligament - Unknown return date,608,225,603,224,572,211,613,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,353,61,612,221,612,221,368,131,0.0,0.0
Martin Sherif,Everton,FWD,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2658,6657,809,3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,537,41,532,41,501,41,543,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,503,63,545,43,545,43,352,54,0.0,0.0
Filip Jörgensen,Chelsea,GKP,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1232,5130,463,2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,524,77,519,67,487,65,530,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,486,32,532,77,532,77,366,54,0.0,0.0
Stefanos Tzimas,Brighton,FWD,5.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2238,5632,907,2465,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,670,63,671,64,658,63,674,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218,44,673,64,673,64,462,64,0.0,0.0
Gabriel G.Jesus,Arsenal,FWD,6.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,394,1701,151,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Unknown return date,696,71,697,71,697,71,697,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,51,16,696,71,696,71,591,70,0.0,0.0
Nordi Mukiele,Sunderland,DEF,4.0,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21397,7033,7734,4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,356,125,346,124,295,95,366,129,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,158,364,120,364,120,277,101,0.0,0.0
Andrew Moran,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,490,2405,0,1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,525,197,520,203,489,187,531,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,269,533,207,533,207,594,236,0.0,0.0
Arthur Masuaku,Sunderland,DEF,4.0,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10862,12348,2220,5970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,342,118,332,117,281,88,352,122,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,587,151,351,114,351,114,212,79,0.0,0.0
Evan Ferguson,Brighton,FWD,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1108,0,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AS Roma on loan for the rest of the season,680,67,684,68,676,67,684,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,169,37,683,68,683,68,664,74,0.0,0.0
Nazarii Rusyn,Sunderland,FWD,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2150,6047,621,2967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,492,35,485,36,451,36,499,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,57,501,38,501,38,365,56,0.0,0.0
Luís Hemir Luís Hemir,Sunderland,FWD,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1595,5070,448,2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,546,42,541,42,510,42,552,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,514,64,554,44,554,44,394,58,0.0,0.0
Ahmed Abdullahi,Sunderland,FWD,4.5,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4626,15802,1227,8356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,581,53,576,53,544,52,586,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,75,586,54,586,54,250,43,0.0,0.0
Joe Gauci,Aston Villa,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6223,0,2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Port Vale on loan for the rest of the season.,384,48,375,32,326,28,394,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,635,63,392,48,392,48,359,52,0.0,0.0
Charalampos Kostoulas,Brighton,FWD,5.0,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5123,15486,1634,7518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,655,60,655,61,636,60,659,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,330,51,659,61,659,61,282,49,0.0,0.0
Nectarios Triantis,Sunderland,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,480,1844,133,854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,521,195,516,201,484,185,527,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,483,267,529,205,529,205,540,198,0.0,0.0
Jay Matete,Sunderland,MID,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2866,7045,770,3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,514,190,509,196,477,180,521,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,473,262,523,200,523,200,336,113,0.0,0.0
Harrison H.Jones,Sunderland,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,660,1836,176,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,541,208,536,214,505,198,547,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,507,281,549,218,549,218,550,208,0.0,0.0
Pierre Ekwah,Sunderland,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,982,0,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AS Saint-Etienne permanently.,499,178,493,184,460,168,506,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,448,248,508,188,508,188,663,289,0.0,0.0
Alan Browne,Sunderland,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1093,2826,287,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,472,167,463,173,423,155,479,170,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394,235,481,177,481,177,499,172,0.0,0.0
Abdoullah Ba,Sunderland,MID,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2181,7050,565,3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,505,184,500,190,467,174,512,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,254,514,194,514,194,345,118,0.0,0.0
Filip Marschall,Aston Villa,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,510,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Stevenage permanently.,383,47,374,31,325,27,393,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,62,391,47,391,47,653,77,0.0,0.0
Lamare Bogarde,Aston Villa,DEF,4.0,0,0,0.0,0.3,0,0,16,0,0,0,0,0,0,1,0,0,0.0,2.3,2.0,0.3,0.0,0,0.0,0.0,3855,6392,2013,2978,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.11,0,0,0,0,0,0.0,,409,155,243,76,232,72,327,112,,,,,,,0.0,0.0,0.17,0.17,0.62,0.0,665,199,417,150,417,150,300,112,0.0,0.0
Álex Alex Moreno,Aston Villa,DEF,4.0,0,0,0.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44476,233186,11645,143042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Girona permanently.,343,119,333,118,282,89,353,123,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,588,152,352,115,352,115,59,21,0.0,0.0
Anthony Patterson,Sunderland,GKP,4.5,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3154,9808,673,3516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,484,75,477,62,441,59,491,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,422,26,493,75,493,75,314,47,0.0,0.0
Blondy Nna Noukeu,Sunderland,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,606,1763,242,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,397,57,388,41,341,37,407,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652,72,405,57,405,57,428,63,0.0,0.0
Seung-Soo Seung soo,Newcastle,MID,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9238,5485,1823,3253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,584,236,579,242,547,226,589,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,313,589,244,589,244,371,127,0.0,0.0
David David Carmo,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,341,1249,150,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,498,210,491,209,458,195,505,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,115,507,206,507,206,576,208,0.0,0.0
Christopher Nkunku,Chelsea,MID,5.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2306,13243,647,7001,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Won’t be considered for selection on 22/8. - Unknown return date,685,303,689,306,686,305,688,305,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,105,71,687,306,687,306,386,133,0.0,0.0
Ross Barkley,Aston Villa,MID,4.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,190,4351,96,1439,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knock - 25% chance of playing,589,239,584,245,552,229,594,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,332,211,594,247,594,247,553,210,0.0,0.0
Mads Roerslev,Brentford,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,211,1945,0,1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Southampton permanently.,481,206,474,205,436,188,488,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,417,101,490,202,490,202,615,215,0.0,0.0
Enzo Barrenechea,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,17,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Season-long loan to Benfica,641,274,641,278,621,267,645,277,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,304,190,644,279,644,279,707,316,0.0,0.0
Matt Turner,Nott'm Forest,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6776,0,2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Lyon permanently.,364,40,355,24,305,20,374,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,612,55,372,40,372,40,398,58,0.0,0.0
Carlos Miguel C.Miguel,Nott'm Forest,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,448,5551,0,2951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Palmeiras permanently.,390,52,381,36,334,32,400,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,67,398,52,398,52,406,59,0.0,0.0
Lewis Dobbin,Aston Villa,MID,5.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,889,2339,334,1222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Preston North End on loan for the rest of the season.,635,270,635,274,613,262,639,273,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,288,179,638,275,638,275,559,216,0.0,0.0
Tyrique George,Chelsea,MID,5.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,605,1867,201,849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,645,278,645,282,626,272,649,281,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,319,203,649,283,649,283,568,224,0.0,0.0
Roméo Lavia,Chelsea,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,71,1364,37,413,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Muscle injury - Unknown return date,612,251,606,257,576,242,616,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358,226,616,258,616,258,654,283,0.0,0.0
Simon Moore,Sunderland,GKP,4.0,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3118,5938,1065,2870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,335,25,325,9,274,5,345,25,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,580,40,344,25,344,25,251,36,0.0,0.0
Aaron Ramsdale,Newcastle,GKP,5.0,0,0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3599,23208,1776,8007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,628,81,627,77,604,76,632,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,267,13,631,81,631,81,199,28,0.0,0.0
Sean Neave,Newcastle,FWD,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3226,7259,1310,3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,575,52,570,52,538,51,580,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,545,74,582,53,582,53,335,53,0.0,0.0
Mykhailo Mudryk,Chelsea,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,155,321,50,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Suspended - unknown return date,636,271,636,275,615,263,640,274,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,181,639,276,639,276,684,301,0.0,0.0
Alexander Isak,Newcastle,FWD,10.4,0,0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12529,519110,7052,137584,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Won’t be considered for selection on 25/8. - Unknown return date,707,75,707,75,707,75,707,75,,,3.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,4,2,706,75,706,75,92,14,0.0,0.0
Joe White,Newcastle,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,691,0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Leyton Orient on loan for the rest of the season.,501,180,495,186,462,170,508,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450,250,510,190,510,190,673,294,0.0,0.0
Dário D.Essugo,Chelsea,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,779,1724,259,845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,510,187,505,193,473,177,517,190,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,468,259,519,197,519,197,570,225,0.0,0.0
Garang Kuol,Newcastle,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,681,1778,307,790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,553,216,548,222,516,206,558,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,290,560,226,560,226,535,194,0.0,0.0
Isaac Hayden,Newcastle,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,907,0,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has departed the club as a free agent.,469,165,461,171,421,153,477,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,389,233,479,175,479,175,662,288,0.0,0.0
Joe Willock,Newcastle,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,491,1507,436,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,621,260,619,264,596,252,625,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,249,156,624,265,624,265,605,247,0.0,0.0
Jair Jair Cunha,Nott'm Forest,DEF,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,514,2003,203,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,561,217,556,216,524,203,566,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,134,568,213,568,213,527,198,0.0,0.0
Felipe Morato,Nott'm Forest,DEF,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,400,2230,129,902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,506,211,501,210,468,196,513,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,119,515,207,515,207,508,192,0.0,0.0
Omar O.Richards,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,290,1155,101,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,476,203,469,202,431,185,483,204,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,405,91,485,199,485,199,578,209,0.0,0.0
Zach Abbott,Nott'm Forest,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1204,3891,388,1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,420,165,410,164,364,140,429,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,211,428,160,428,160,362,129,0.0,0.0
Antonín Kinsky,Spurs,GKP,4.0,0,0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4601,27548,1357,15134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,394,55,385,39,338,35,404,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,70,402,55,402,55,136,19,0.0,0.0
Benoît B.Badiashile,Chelsea,DEF,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81,972,32,284,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knock - Unknown return date,453,191,444,191,399,168,461,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,569,145,462,187,462,187,667,225,0.0,0.0
Douglas Luiz Douglas Luiz,Nott'm Forest,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3832,1113,3470,1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,629,265,628,269,605,257,633,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,269,169,632,270,632,270,580,229,0.0,0.0
Mamadou M.Sarr,Chelsea,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1324,0,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,559,216,554,215,522,202,564,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,527,133,566,212,566,212,661,224,0.0,0.0
Angus Gunn,Nott'm Forest,GKP,4.0,0,0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12262,17562,4023,9080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,344,31,334,15,283,11,354,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,589,46,353,31,353,31,135,18,0.0,0.0
