player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Jacob J.Ramsey,Newcastle,MID,5.4,2,0,1.0,0.3,0,0,59,0,1,0,0,0,0,0,0,0,13.4,41.8,7.0,6.2,0.5,0,0.1,0.4,12566,54328,19,2199,-0.1,0.1,0.0,0.0,0.03,0.12,0.15,0.91,1,1,0,5,6,9.15,Ankle injury - Expected back 18 Oct,316,148,114,77,271,149,267,138,,,,,,,0.05,0.0,0.18,0.23,1.39,1.53,187,116,328,164,370,178,325,111,1.53,0.0
Omari Hutchinson,Nott'm Forest,MID,5.5,2,0,1.0,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0.2,0.9,8.0,0.6,0.5,0,0.1,0.4,2636,1781,95,203,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.96,0,0,0,1,1,10.0,,402,190,354,185,267,146,388,187,,,,,,,2.0,0.0,0.0,2.0,9.6,10.0,166,103,331,166,381,185,637,266,0.0,0.0
Joshua Zirkzee,Man Utd,FWD,5.9,2,0,1.0,0.4,0,0,69,0,2,0,0,0,0,0,0,0,8.4,15.7,54.0,7.9,0.5,0,0.1,0.3,16248,31448,1055,2295,-0.1,0.1,0.0,0.0,0.67,0.03,0.7,1.38,0,0,2,2,4,5.22,,339,24,240,20,70,19,233,24,,,,,,,0.87,0.0,0.04,0.91,1.8,2.61,110,29,333,32,387,42,275,46,0.0,0.0
Marc Marc Guiu,Chelsea,FWD,4.3,2,0,1.0,9.3,0,0,13,0,1,0,0,0,0,0,0,0,1.0,1.6,6.0,0.7,0.3,0,0.1,0.5,293253,1364633,37839,78172,-0.2,0.2,-0.1,0.1,0.02,0.01,0.03,0.66,0,0,1,0,1,6.92,,394,42,346,37,280,38,380,38,,,,,,,0.14,0.0,0.07,0.21,4.57,6.92,604,82,340,33,325,31,47,10,0.0,0.0
Jenson Seelt,Sunderland,DEF,4.0,2,0,1.0,0.2,0,0,133,0,2,0,0,0,0,0,0,0,33.6,2.4,0.0,3.6,0.0,0,0.0,0.5,3016,16379,0,842,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.33,1,4,8,6,12,8.12,has joined Wolfsburg on loan for the rest of the season.,230,88,333,118,439,175,323,111,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,689,200,477,183,321,114,392,144,0.68,0.0
Ki-Jana Hoever,Wolves,DEF,4.0,2,0,1.0,1.2,0,0,106,0,4,0,0,0,0,0,0,0,22.8,34.2,2.0,5.9,0.0,0,0.0,0.5,21469,123694,252,6001,0.0,0.0,0.0,0.0,0.0,0.24,0.24,2.85,2,2,6,2,8,6.79,,280,110,139,35,320,113,272,90,,,,,,,0.0,0.0,0.2,0.2,2.42,3.4,649,177,443,166,320,113,168,62,1.7,0.0
Oleksandr Zinchenko,Nott'm Forest,DEF,4.9,2,2,2.0,0.3,0,0,90,0,1,0,0,0,0,0,0,0,29.6,18.0,15.0,6.3,0.7,0,0.1,0.4,15161,24549,1678,1015,-0.1,0.1,0.0,0.0,0.04,0.07,0.11,0.85,1,3,6,6,9,9.0,,250,95,228,71,217,59,264,86,,,,,,,0.04,0.0,0.07,0.11,0.85,1.0,326,53,303,102,238,93,291,107,1.0,0.0
Sávio Savinho,Man City,MID,6.9,2,1,1.0,0.4,0,0,16,0,1,0,0,0,0,0,0,0,5.2,1.3,33.0,3.9,0.7,0,0.1,0.3,4092,75568,844,979,-0.1,0.1,0.0,0.0,0.04,0.0,0.04,1.53,0,0,2,1,3,16.88,,361,171,352,184,135,84,319,160,,,,,,,0.22,0.0,0.0,0.22,8.61,5.62,46,30,314,158,392,192,265,91,0.0,0.0
Lutsharel Geertruida,Sunderland,DEF,4.5,2,1,1.0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.7,1.0,0,0.2,0.4,1195,429,142,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0,0,2,1,2,12.0,,347,130,577,229,550,221,381,134,,,,,,,0.0,0.0,0.0,0.0,3.78,0.0,423,92,265,93,338,126,684,229,0.0,0.0
Felipe Morato,Nott'm Forest,DEF,4.4,2,1,1.0,0.1,0,0,180,0,4,0,0,0,0,1,0,0,29.6,2.7,0.0,3.2,0.5,0,0.1,0.5,2455,4434,175,254,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,2.69,2,4,8,9,12,6.0,,249,94,331,116,496,211,333,118,,,,,,,0.0,0.0,0.0,0.0,1.34,2.0,558,145,317,106,332,122,497,185,1.0,0.0
Antonee Robinson,Fulham,DEF,5.0,2,0,1.0,0.8,0,0,51,0,0,0,0,0,0,0,0,0,11.8,21.5,4.0,3.8,0.5,0,0.1,0.4,43872,63498,2546,5111,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.23,0,0,2,1,2,3.53,,322,124,198,56,309,109,320,109,,,,,,,0.0,0.0,0.11,0.11,0.41,0.0,250,39,324,111,359,129,192,73,0.0,0.0
Diego Coppola,Brighton,DEF,4.4,2,1,1.0,0.1,0,0,16,0,1,0,0,0,0,0,0,0,5.4,0.1,0.0,0.6,0.5,0,0.1,0.5,737,3723,41,156,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0,0,3,1,3,16.88,,357,133,373,137,517,214,386,135,,,,,,,0.0,0.0,0.0,0.0,0.73,5.62,585,152,318,107,336,124,564,205,0.0,0.0
Vitalii Mykolenko,Everton,DEF,4.9,2,1,1.0,0.4,0,0,175,0,4,0,0,0,0,0,0,0,19.2,16.7,6.0,4.2,0.5,0,0.1,0.4,7296,61809,2016,1425,-0.1,0.1,0.0,0.0,0.0,0.24,0.24,2.01,2,2,11,7,13,6.69,,292,114,234,74,286,96,307,104,,,,,,,0.0,0.0,0.12,0.12,1.03,2.06,334,57,323,110,352,128,287,104,1.03,0.0
Myles Lewis-Skelly,Arsenal,DEF,5.3,2,0,0.7,2.2,0,0,66,0,0,0,0,0,0,1,0,0,4.4,5.7,0.0,0.9,0.3,0,0.1,0.4,35585,272608,1174,10754,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.76,0,1,1,4,2,2.73,,366,135,311,105,694,239,377,131,,,,,,,0.0,0.0,0.0,0.0,1.04,0.0,228,32,360,124,403,136,126,49,0.0,0.0
Jean-Clair Todibo,West Ham,DEF,4.4,1,0,0.5,0.1,0,0,126,0,5,0,0,0,0,0,0,0,25.2,3.4,0.0,2.9,0.0,0,0.0,0.2,2296,7631,143,367,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,2.26,2,3,8,2,11,7.86,,269,104,326,113,494,210,342,122,,,,,,,0.0,0.0,0.01,0.01,1.61,3.57,555,143,529,217,406,139,479,179,1.43,0.0
Aaron Wan-Bissaka,West Ham,DEF,4.3,1,0,0.5,9.8,0,0,180,0,8,0,0,0,0,0,0,0,34.8,44.5,8.0,8.8,0.0,0,0.0,0.2,56549,1500828,783,110050,-0.2,0.2,0.0,0.0,0.0,0.13,0.13,3.42,2,1,7,8,8,4.0,Abdominal injury - 50% chance of playing,224,85,108,23,262,85,206,70,,,,,,,0.0,0.0,0.06,0.06,1.71,4.0,602,156,502,202,405,138,42,14,1.0,0.0
Christantus Uche,Crystal Palace,FWD,5.5,1,0,1.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,3.4,0.8,19.0,2.3,0.5,0,0.1,0.2,3012,1019,217,311,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,0,0,1,1,15.0,,374,33,358,38,201,35,354,35,,,,,,,0.15,0.0,0.0,0.15,0.0,0.0,171,42,332,31,382,40,642,78,0.0,0.0
Alexander Isak,Liverpool,FWD,10.5,1,1,1.0,9.6,0,0,23,0,0,0,0,0,0,0,0,0,2.4,0.3,4.0,0.7,0.2,0,0.0,0.1,1070180,929867,32708,101724,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0,1,0,2,3,11.74,,379,36,371,41,315,39,385,40,,,3.0,,2.0,,0.0,0.0,0.04,0.04,0.16,0.0,3,2,385,43,396,46,45,9,0.0,0.0
Dwight McNeil,Everton,MID,5.7,1,0,1.0,0.2,0,0,19,0,0,0,0,0,0,0,0,0,0.0,11.3,8.0,1.8,0.2,0,0.0,0.2,4061,31984,291,1052,-0.3,0.3,0.0,0.0,0.24,0.0,0.24,0.95,0,0,0,0,0,0.0,,725,318,273,156,269,148,362,174,1.0,,,,,,1.14,0.0,0.0,1.14,4.5,0.0,123,81,381,184,384,187,399,134,0.0,0.0
Dan Neil,Sunderland,MID,4.9,1,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,0.3,0,0.1,0.2,421,2010,37,89,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0,0,1,0,1,90.0,,396,187,658,278,638,273,403,191,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,333,207,353,172,351,166,625,257,0.0,0.0
Eddie Nketiah,Crystal Palace,FWD,5.4,1,1,1.0,0.2,0,0,15,0,0,0,0,0,0,0,0,0,3.4,10.4,7.0,2.1,0.2,0,0.0,0.2,4107,26763,1599,601,-0.1,0.1,0.0,0.0,0.04,0.0,0.04,0.15,0,0,1,1,2,12.0,,373,32,279,26,270,36,356,36,,,,,,,0.24,0.0,0.0,0.24,0.9,0.0,182,43,379,41,369,35,388,58,0.0,0.0
Vitaly Janelt,Brentford,MID,4.9,1,1,1.0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.3,0,0.1,0.2,230,1199,38,34,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,661,275,375,192,632,270,662,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,325,203,352,171,350,165,690,296,0.0,0.0
Séamus Coleman,Everton,DEF,4.4,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.2,2844,8404,186,478,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,521,212,504,210,469,196,523,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,515,114,370,127,326,118,434,164,0.0,0.0
Victor Lindelöf,Aston Villa,DEF,4.5,1,0,1.0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0.4,0.3,0.0,0.1,0.5,0,0.1,0.2,1958,817,94,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0,0,0,0,0,0.0,,400,142,368,135,540,216,402,142,,,,,,,0.0,0.0,0.0,0.0,6.17,0.0,406,80,319,108,337,125,654,220,0.0,0.0
Brian Brobbey,Sunderland,FWD,5.5,1,0,1.0,0.1,0,0,21,0,0,0,0,0,0,0,0,0,1.0,0.1,0.0,0.1,0.5,0,0.1,0.2,8379,2714,561,758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0,0,1,1,2,8.57,,398,44,380,44,719,75,404,45,,,,,,,0.0,0.0,0.0,0.0,3.99,0.0,155,37,330,30,378,39,553,72,0.0,0.0
Alphonse Areola,West Ham,GKP,4.4,1,1,1.0,2.5,0,0,90,0,2,0,0,0,1,0,0,0,13.2,0.0,0.0,1.3,0.3,0,0.1,0.2,18953,237989,1414,9048,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.31,1,0,2,7,0,0.0,,318,25,505,58,470,51,368,25,,,,,,,0.0,1.0,0.0,0.0,2.31,2.0,516,32,341,24,327,25,114,14,1.0,0.0
Filip Jörgensen,Chelsea,GKP,4.4,1,1,1.0,0.2,0,0,84,0,2,0,0,0,1,0,0,0,9.4,0.0,0.0,0.9,0.3,0,0.1,0.2,5449,9922,3214,768,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.79,0,0,2,5,0,0.0,,333,26,536,62,506,55,376,26,,,,,,,0.0,1.07,0.0,0.0,1.92,2.14,572,36,344,25,335,26,364,55,0.0,0.0
Facundo Buonanotte,Chelsea,MID,4.8,1,0,1.0,0.1,0,0,45,0,1,0,0,0,0,0,0,0,5.6,25.1,8.0,3.9,0.2,0,0.0,0.2,5336,14630,516,989,-0.2,0.2,0.0,0.0,0.0,0.09,0.09,0.55,1,1,0,2,3,6.0,Ineligible to face his parent club on 27/9. - Expected back 04 Oct,355,168,181,118,264,143,316,158,,,,,,,0.0,0.0,0.18,0.18,1.1,2.0,380,240,374,181,347,162,452,150,2.0,0.0
Arthur Masuaku,Sunderland,DEF,4.0,1,1,1.0,0.6,0,0,10,0,0,0,0,0,0,0,0,0,2.0,0.1,0.0,0.2,0.3,0,0.1,0.2,13875,25089,361,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,2,0,2,18.0,,383,140,372,136,378,145,396,141,,,,,,,0.0,0.0,0.0,0.0,2.25,0.0,617,159,335,113,317,110,222,81,0.0,0.0
Saša Kalajdžić,Wolves,FWD,4.9,1,0,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,1.0,4.3,2.0,0.7,0.3,0,0.1,0.2,1691,7685,0,356,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.1,0,0,1,1,2,12.86,has joined LASK on loan for the rest of the season.,397,43,319,34,329,41,384,39,,,,,,,0.0,0.0,0.06,0.06,0.64,0.0,343,55,355,35,353,33,521,70,0.0,0.0
Andrew Robertson,Liverpool,DEF,5.9,1,0,0.5,1.1,0,0,82,0,2,0,0,0,0,0,0,0,30.0,72.1,25.0,12.8,0.2,0,0.0,0.2,15086,68846,731,3971,-0.1,0.1,0.0,0.0,0.1,0.41,0.51,0.9,0,0,2,2,2,2.2,,248,93,63,13,168,41,149,51,4.0,,,,,,0.11,0.0,0.45,0.56,0.99,2.2,97,5,382,131,407,140,182,67,0.0,0.0
Stefanos Tzimas,Brighton,FWD,5.4,1,0,1.0,0.1,0,0,23,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.2,0,0.0,0.2,4889,10171,213,521,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,2,2,7.83,,715,74,378,43,710,73,716,74,,,,,,,0.0,0.0,0.0,0.0,0.98,0.0,213,47,380,42,377,38,470,65,0.0,0.0
Patrick Roberts,Sunderland,MID,5.4,1,0,1.0,0.0,0,0,27,0,1,0,0,0,0,0,0,0,1.8,7.3,5.0,1.4,0.0,0,0.0,0.2,462,3407,0,109,-0.1,0.1,0.0,0.0,0.03,0.02,0.05,0.66,0,0,0,1,1,3.33,has joined Birmingham City on loan for the rest of the season.,389,183,301,163,296,160,367,177,4.0,,,,2.0,,0.1,0.0,0.07,0.17,2.2,3.33,173,107,700,302,367,177,658,280,0.0,0.0
Odsonne Édouard,Crystal Palace,FWD,5.0,1,0,1.0,0.4,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.2,0,0.0,0.2,9044,72200,0,2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0,1,0,0,1,45.0,has joined RC Lens permanently.,385,38,683,72,665,69,400,43,,,,,,,0.0,0.0,0.0,0.0,12.15,0.0,255,51,378,40,361,34,285,48,0.0,0.0
Julio Soler,Bournemouth,DEF,4.0,1,0,1.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,5690,11101,452,679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,507,202,490,200,454,185,509,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705,211,338,116,323,116,332,117,0.0,0.0
Antoni Milambo,Brentford,MID,5.4,1,0,1.0,0.0,0,0,45,0,3,0,0,0,0,0,0,0,4.0,1.8,0.0,0.6,0.0,0,0.0,0.2,1323,4015,78,224,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,1.49,1,2,0,2,4,8.0,,370,177,344,180,706,311,387,186,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,208,131,711,310,376,182,585,227,2.0,0.0
Harrison Armstrong,Everton,MID,4.5,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.2,3524,10572,0,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Preston North End on loan for the rest of the season.,642,263,636,265,610,255,643,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,502,295,373,180,343,158,508,177,0.0,0.0
Nathaniel Clyne,Crystal Palace,DEF,4.0,1,0,1.0,0.5,0,0,4,0,0,0,0,0,0,0,0,0,3.4,0.5,0.0,0.4,0.2,0,0.0,0.2,8200,25656,440,1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,2,45.0,,372,137,361,131,369,144,391,137,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,608,158,369,126,316,109,242,89,0.0,0.0
Alejandro Garnacho,Chelsea,MID,6.4,1,0,1.0,0.3,0,0,11,0,1,0,0,0,0,0,0,0,2.0,10.5,6.0,1.9,0.2,0,0.0,0.2,25929,21005,1133,2768,-0.1,0.1,0.0,0.0,0.0,0.05,0.05,0.71,0,0,0,1,1,8.18,,388,182,278,159,292,157,359,171,,,,,,,0.0,0.0,0.41,0.41,5.81,8.18,71,50,384,186,391,191,299,99,0.0,0.0
Jamaal Lascelles,Newcastle,DEF,4.4,1,1,1.0,0.1,0,0,6,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.3,0.2,0,0.0,0.2,1056,4090,71,171,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0,0,2,0,2,30.0,,375,138,506,211,472,198,393,139,,,,,,,0.0,0.0,0.0,0.0,1.95,0.0,519,117,371,128,328,119,542,197,0.0,0.0
Ben Winterburn,Bournemouth,MID,4.5,1,0,1.0,0.1,0,0,6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,2964,7068,0,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0,0,0,0,0,0.0,has joined Barnet on loan for the rest of the season.,641,262,635,264,609,254,642,263,,,,,,,0.0,0.0,0.0,0.0,4.65,30.0,500,294,634,260,342,157,559,208,0.0,0.0
Marcus Edwards,Burnley,MID,4.8,1,0,1.0,0.1,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,2662,6881,571,457,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,650,269,643,270,618,261,651,270,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,376,238,641,265,345,160,540,196,0.0,0.0
Jadon Sancho,Aston Villa,MID,5.9,1,1,1.0,0.2,0,0,8,0,0,0,0,0,0,0,0,0,0.8,2.8,7.0,1.1,0.2,0,0.0,0.2,21539,16508,1267,1989,-0.1,0.1,0.0,0.0,0.02,0.04,0.06,0.0,0,0,0,0,0,0.0,,399,188,330,175,274,150,373,181,,,,,,,0.22,0.0,0.45,0.67,0.0,0.0,103,70,383,185,386,188,339,114,0.0,0.0
Merlin Röhl,Everton,MID,5.0,1,0,1.0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,3.0,10.7,1.0,1.5,0.5,0,0.1,0.2,297,172,23,84,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0,2,0,1,3,11.25,Hip injury - 75% chance of playing,376,179,277,158,339,180,366,176,,,,,,,0.11,0.0,0.0,0.11,0.0,0.0,297,182,326,162,362,172,718,314,0.0,0.0
Kevin Kevin,Fulham,MID,6.0,1,0,0.5,0.1,0,0,37,0,0,0,0,0,0,1,0,0,13.6,19.8,7.0,4.0,0.5,0,0.1,0.2,18452,4165,1035,1903,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.2,0,0,1,2,3,7.3,,315,147,210,132,276,151,315,157,,,,,,,0.02,0.0,0.17,0.19,0.49,0.0,94,63,334,167,408,196,446,146,0.0,0.0
Freddie Potts,West Ham,MID,4.4,1,0,1.0,0.7,0,0,45,0,2,0,0,0,0,0,0,0,6.2,2.2,2.0,1.0,0.0,0,0.0,0.2,43569,42974,3234,3714,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.12,0,1,1,2,4,8.0,,352,166,338,177,322,169,374,182,,,,,,,0.0,0.0,0.0,0.0,2.24,4.0,560,309,531,192,334,155,200,69,0.0,0.0
Tyler Dibling,Everton,MID,5.5,1,1,1.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.3,0,0.1,0.2,3054,1629,122,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,724,317,365,188,723,318,725,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,165,102,363,177,380,184,647,274,0.0,0.0
Kai Havertz,Arsenal,FWD,7.3,1,0,1.0,0.4,0,0,30,0,0,0,0,0,0,0,0,0,2.8,0.8,2.0,0.6,0.0,0,0.0,0.1,8412,102701,52,1051,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,0.82,0,0,1,2,3,9.0,Knee injury - Unknown return date,378,35,359,39,338,42,389,41,,,,,,,0.0,0.0,0.03,0.03,2.46,0.0,28,11,737,81,395,45,277,47,0.0,0.0
Anthony Gordon,Newcastle,MID,7.4,1,0,0.5,0.9,0,0,137,1,3,0,0,0,0,0,1,0,5.4,24.2,86.0,11.3,-0.5,0,-0.1,0.1,128886,240209,8217,3781,-0.1,0.1,0.0,0.0,1.03,0.05,1.08,0.27,2,0,0,7,7,4.6,,359,170,186,120,30,15,166,87,3.0,,,,3.0,,0.68,0.0,0.03,0.71,0.18,1.97,27,17,741,328,409,197,186,63,1.31,0.66
Romain Esse,Crystal Palace,MID,4.8,1,0,1.0,0.2,0,0,24,0,0,0,0,0,0,0,0,0,4.6,0.4,2.0,0.7,0.2,0,0.0,0.2,5837,15612,654,921,-0.2,0.2,-0.1,0.1,0.0,0.01,0.01,0.27,0,2,0,0,2,7.5,,363,173,367,189,326,171,382,184,,,,,,,0.0,0.0,0.04,0.04,1.01,0.0,382,241,375,182,348,163,393,132,0.0,0.0
João Pedro Jota,Nott'm Forest,MID,5.4,1,0,1.0,0.1,0,0,11,0,0,0,0,0,0,0,0,0,5.0,0.5,4.0,1.0,0.0,0,0.0,0.2,1029,6972,0,389,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,3,24.55,has joined Besiktas on loan for the rest of the season.,362,172,364,187,314,166,375,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,204,127,709,308,375,181,555,204,0.0,0.0
Sam Byram,Leeds,DEF,3.9,1,0,1.0,0.2,0,0,7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,7742,10570,4438,1135,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,0.0,,404,144,382,139,342,120,406,144,,,,,,,0.0,0.0,0.0,0.0,10.16,12.86,717,222,387,133,314,107,337,121,0.0,0.0
Ayden Heaven,Man Utd,DEF,3.9,1,0,1.0,1.2,0,0,3,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.2,0,0.1,0.3,28615,64169,6452,4356,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0,0,1,0,1,30.0,,382,139,403,159,363,140,395,140,,,,,,,0.0,0.0,0.0,0.0,0.9,0.0,738,242,368,125,315,108,172,64,0.0,0.0
Armando Broja,Burnley,FWD,5.4,1,0,1.0,0.1,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0.1,0.0,0.2,0.3,0,0.1,0.2,5956,17587,276,733,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.94,0,0,1,0,1,90.0,,387,40,377,42,702,72,401,44,,,,,,,0.0,0.0,0.0,0.0,84.6,90.0,194,45,362,37,373,37,410,60,0.0,0.0
Lewis Cook,Bournemouth,MID,4.9,1,0,1.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,2.0,0.1,0.0,0.2,0.3,0,0.1,0.2,1159,1122,253,154,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,22.5,,384,181,374,191,627,266,399,190,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,315,195,351,170,349,164,660,281,0.0,0.0
Bradley Burrowes,Aston Villa,MID,4.5,1,0,1.0,0.1,0,0,16,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.3,0,0.1,0.2,5780,3151,276,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,1,1,5.62,,647,267,369,190,615,259,648,268,,,,,,,0.0,0.0,0.0,0.0,5.06,5.62,510,301,349,169,344,159,512,179,0.0,0.0
Shurandy Sambo,Burnley,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,202,7249,0,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,462,177,445,175,407,158,464,177,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652,178,446,167,468,174,549,201,0.0,0.0
Darko Churlinov,Burnley,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,160,1656,0,58,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Kocaelispor  permanently.,668,279,661,280,641,275,669,280,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,342,213,660,275,671,281,665,282,0.0,0.0
Alan Browne,Sunderland,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1291,6983,0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Middlesbrough on loan for the rest of the season.,579,216,567,218,539,207,581,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,404,244,570,213,585,223,562,209,0.0,0.0
Enock Boateng,Burnley,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,866,3264,56,162,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,679,287,674,289,654,283,680,288,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371,234,672,284,682,289,587,229,0.0,0.0
